AN_BASE,NM_GRANDE_AREA_CONHECIMENTO,NM_AREA_CONHECIMENTO,NM_AREA_BASICA,NM_SUBAREA_CONHECIMENTO,NM_ESPECIALIDADE,CD_AREA_AVALIACAO,NM_AREA_AVALIACAO,SG_ENTIDADE_ENSINO,NM_ENTIDADE_ENSINO,IN_REDE,SG_ENTIDADE_ENSINO_REDE,CS_STATUS_JURIDICO,DS_DEPENDENCIA_ADMINISTRATIVA,DS_ORGANIZACAO_ACADEMICA,NM_REGIAO,SG_UF_PROGRAMA,NM_MUNICIPIO_PROGRAMA_IES,NM_MODALIDADE_PROGRAMA,CD_PROGRAMA_IES,NM_PROGRAMA_IES,NM_PROGRAMA_IDIOMA,CD_CONCEITO_PROGRAMA,AN_INICIO_PROGRAMA,AN_INICIO_CURSO,DS_SITUACAO_PROGRAMA,DT_SITUACAO_PROGRAMA,ID_ADD_FOTO_PROGRAMA_IES,ID_ADD_FOTO_PROGRAMA,PAIS
2019,CIÊNCIAS DA SAÚDE,FARMÁCIA,FARMÁCIA,NÃO SE APLICA,NÃO SE APLICA,19,FARMÁCIA,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,SIM,"USP/RP,UNESP-ARAR,UFSM,UFSC,UFRN,UFRGS,UFPE,UFOP,UFMG",FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,GO,GOIÂNIA,ACADÊMICO,52001016048P0,NANOTECNOLOGIA FARMACÊUTICA,PHARMACEUTICAL NANOTECHNOLOGY,4,2010,2010,EM FUNCIONAMENTO,25Jul2011 0:00:00,158732,93701,BRASIL
2019,MULTIDISCIPLINAR,BIOTECNOLOGIA,BIOTECNOLOGIA,NÃO SE APLICA,NÃO SE APLICA,48,BIOTECNOLOGIA,UNESP-ARAR,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA ),NÃO,NA,ESTADUAL,PÚBLICO,NÃO INFORMADO,SUDESTE,SP,ARARAQUARA,ACADÊMICO,33004030077P0,BIOTECNOLOGIA,BIOTECHNOLOGY,6,1995,1995/1995,EM FUNCIONAMENTO,27Jun2013 0:00:00,158631,93704,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,TEORIA ECONÔMICA,TEORIA ECONÔMICA,NÃO SE APLICA,28,ECONOMIA,UNIOESTE,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUL,PR,TOLEDO,ACADÊMICO,40015017029P9,ECONOMIA,POST-GRADUATE STUDIES IN ECONOMICS - MASTER LEVEL,3,2014,2014,EM FUNCIONAMENTO,06Jun2014 0:00:00,158632,93705,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,SERVIÇO SOCIAL,SERVIÇO SOCIAL,NÃO SE APLICA,NÃO SE APLICA,32,SERVIÇO SOCIAL,UFV,UNIVERSIDADE FEDERAL DE VIÇOSA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,MG,VIÇOSA,ACADÊMICO,32002017019P0,ECONOMIA DOMÉSTICA,HOME ECONOMICS,4,1992,1992/2014,EM FUNCIONAMENTO,12Nov2013 0:00:00,158656,93709,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,ADMINISTRAÇÃO,NÃO SE APLICA,NÃO SE APLICA,27,ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO,FEI,CENTRO UNIVERSITARIO DA FEI,NÃO,NA,PARTICULAR,PRIVADO,CENTRO UNIVERSITÁRIO,SUDESTE,SP,SÃO BERNARDO DO CAMPO,ACADÊMICO,33027013004P0,ADMINISTRAÇÃO,POSTGRADUATE PROGRAM IN BUSINESS ADMINISTRATION,5,2007,2007/2011,EM FUNCIONAMENTO,28Oct2011 0:00:00,159064,93983,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,NÃO SE APLICA,NÃO SE APLICA,28,ECONOMIA,UFPA,UNIVERSIDADE FEDERAL DO PARÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,PA,BELÉM,ACADÊMICO,15001016050P0,ECONOMIA,GRADUATE PROGRAM IN ECONOMICS - FEDERAL UNIVERSITY OF PARÁ (BRAZIL),4,2006,2006/2015,EM FUNCIONAMENTO,27Feb2013 0:00:00,159074,93993,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,ECOLOGIA,ECOLOGIA,NÃO SE APLICA,NÃO SE APLICA,7,BIODIVERSIDADE,IPÊ,INSTITUTO DE PESQUISAS ECOLÓGICAS,NÃO,NA,PARTICULAR,PRIVADO,NÃO INFORMADO,SUDESTE,SP,NAZARÉ PAULISTA,PROFISSIONAL,33140014001P8,CONSERVAÇÃO DA BIODIVERSIDADE E DESENVOLVIMENTO SUSTENTÁVEL,BIODIVERSITY CONSERVATION AND SUSTAINABLE DEVELOPMENT,4,2008,2008,EM FUNCIONAMENTO,07Aug2010 0:00:00,149979,85523,BRASIL
2019,MULTIDISCIPLINAR,BIOTECNOLOGIA,BIOTECNOLOGIA,NÃO SE APLICA,NÃO SE APLICA,48,BIOTECNOLOGIA,UNIFESP,UNIVERSIDADE FEDERAL DE SÃO PAULO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO JOSÉ DOS CAMPOS,ACADÊMICO,33009015085P0,BIOTECNOLOGIA,BIOTECHNOLOGY,4,2013,2013/2013,EM FUNCIONAMENTO,19Feb2014 0:00:00,156937,92258,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,UNINTER,CENTRO UNIVERSITÁRIO INTERNACIONAL,NÃO,NA,PARTICULAR,PRIVADO,CENTRO UNIVERSITÁRIO,SUL,PR,CURITIBA,PROFISSIONAL,40051013001P9,EDUCAÇÃO E NOVAS TECNOLOGIAS,EDUCATION AND NEW TECHNOLOGIES,4,2014,2014,EM FUNCIONAMENTO,15May2014 0:00:00,159151,94040,BRASIL
2019,CIÊNCIAS HUMANAS,ARQUEOLOGIA,ARQUEOLOGIA,NÃO SE APLICA,NÃO SE APLICA,35,ANTROPOLOGIA / ARQUEOLOGIA,UFRJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,RIO DE JANEIRO,ACADÊMICO,31001017125P5,ARQUEOLOGIA,GRADUATE PROGRAM IN ARCHAEOLOGY,4,2006,2006/2011,EM FUNCIONAMENTO,17Sep2012 0:00:00,159157,94055,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,IMUNOLOGIA,IMUNOLOGIA,NÃO SE APLICA,NÃO SE APLICA,9,CIÊNCIAS BIOLÓGICAS III,UNB,UNIVERSIDADE DE BRASÍLIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,DF,BRASÍLIA,ACADÊMICO,53001010031P6,PATOLOGIA MOLECULAR,MOLECULAR PATHOLOGY,6,1988,1988/1988,EM FUNCIONAMENTO,05Mar2013 0:00:00,159160,94058,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,COMUNICAÇÃO,COMUNICAÇÃO,NÃO SE APLICA,NÃO SE APLICA,31,COMUNICAÇÃO E INFORMAÇÃO,UEPG,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUL,PR,PONTA GROSSA,ACADÊMICO,40005011015P6,JORNALISMO,JOURNALISM,3,2013,2013,EM FUNCIONAMENTO,14Feb2014 0:00:00,159869,94696,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,FÍSICA,FÍSICA,NÃO SE APLICA,NÃO SE APLICA,3,ASTRONOMIA / FÍSICA,UEPG,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUL,PR,PONTA GROSSA,ACADÊMICO,40005011008P0,CIÊNCIAS,GRADUATE PROGRAM IN SCIENCE - PHYSICS,4,2003,2003/2009,EM FUNCIONAMENTO,21Feb2013 0:00:00,159874,94701,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,USCS,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,NÃO,NA,MUNICIPAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO CAETANO DO SUL,PROFISSIONAL,33110018003P5,DOCÊNCIA E GESTÃO EDUCACIONAL,TEACHING AND EDUCATIONAL MANAGEMENT,3,2016,2016,EM FUNCIONAMENTO,17Jun2016 0:00:00,158169,93375,BRASIL
2019,CIÊNCIAS HUMANAS,PSICOLOGIA,PSICOLOGIA,NÃO SE APLICA,NÃO SE APLICA,37,PSICOLOGIA,UFBA,UNIVERSIDADE FEDERAL DA BAHIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,BA,SALVADOR,PROFISSIONAL,28001010173P4,PSICOLOGIA DA SAÚDE,HEALTH PSYCHOLOGY,A,2019,2019,EM FUNCIONAMENTO,17Feb2020 0:00:00,155605,90863,BRASIL
2019,CIÊNCIAS HUMANAS,FILOSOFIA,FILOSOFIA,NÃO SE APLICA,NÃO SE APLICA,33,FILOSOFIA,UNB,UNIVERSIDADE DE BRASÍLIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,DF,BRASÍLIA,ACADÊMICO,53001010048P6,FILOSOFIA,UNIVERSITY OF BRASILIA PHILOSOPHY GRADUATE PROGRAM,4,1999,1999/2017,EM FUNCIONAMENTO,04Oct2013 0:00:00,155613,90884,BRASIL
2019,CIÊNCIAS AGRÁRIAS,AGRONOMIA,AGRONOMIA,NÃO SE APLICA,NÃO SE APLICA,42,CIÊNCIAS AGRÁRIAS I,UFSCAR,UNIVERSIDADE FEDERAL DE SÃO CARLOS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,ARARAS,ACADÊMICO,33001014051P7,PRODUÇÃO VEGETAL E BIOPROCESSOS ASSOCIADOS,PLANT PRODUCTION AND ASSOCIATE BIOPROCESSES,3,2014,2014,EM FUNCIONAMENTO,12Mar2014 0:00:00,155730,91017,BRASIL
2019,MULTIDISCIPLINAR,CIÊNCIAS AMBIENTAIS,CIÊNCIAS AMBIENTAIS,NÃO SE APLICA,NÃO SE APLICA,49,CIÊNCIAS AMBIENTAIS,ITEP,ASSOCIAÇÃO INSTITUTO DE TECNOLOGIA DE PERNAMBUCO,NÃO,NA,PARTICULAR,PRIVADO,NÃO INFORMADO,NORDESTE,PE,RECIFE,PROFISSIONAL,25017012001P7,TECNOLOGIA AMBIENTAL,ENVIRONMENTAL TECHNOLOGY,4,2004,2004,EM FUNCIONAMENTO,29Oct2012 0:00:00,157062,92369,BRASIL
2019,CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,NÃO SE APLICA,NÃO SE APLICA,40,HISTÓRIA,UFG,UNIVERSIDADE FEDERAL DE GOIÁS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,GO,GOIÂNIA,ACADÊMICO,52001016002P0,HISTÓRIA,GRADUATE PROGRAM IN HISTORY (PPGH) AT THE UNIVERSIDADE FEDERAL DE GOIÁS ¿ UFG,5,1972,1972/2003,EM FUNCIONAMENTO,29Oct2012 0:00:00,157050,92386,BRASIL
2019,ENGENHARIAS,ENGENHARIA ELÉTRICA,ENGENHARIA ELÉTRICA,NÃO SE APLICA,NÃO SE APLICA,14,ENGENHARIAS IV,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,PORTO ALEGRE,ACADÊMICO,42001013078P8,MICROELETRÔNICA,MICROELECTRONICS,5,2003,2007/2003,EM FUNCIONAMENTO,13Mar2013 0:00:00,157053,92389,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,NÃO SE APLICA,NÃO SE APLICA,2,CIÊNCIA DA COMPUTAÇÃO,UFSCAR,UNIVERSIDADE FEDERAL DE SÃO CARLOS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO CARLOS,ACADÊMICO,33001014008P4,CIÊNCIA DA COMPUTAÇÃO,COMPUTER SCIENCE GRADUATE PROGRAM,4,1988,1988/2009,EM FUNCIONAMENTO,07Aug2010 0:00:00,157055,92391,BRASIL
2019,CIÊNCIAS DA SAÚDE,MEDICINA,MEDICINA,NÃO SE APLICA,NÃO SE APLICA,15,MEDICINA I,FUC,FUNDAÇÃO UNIVERSITÁRIA DE CARDIOLOGIA,NÃO,NA,PARTICULAR,PRIVADO,NÃO INFORMADO,SUL,RS,PORTO ALEGRE,ACADÊMICO,42018013002P8,CIÊNCIAS DA SAÚDE (CARDIOLOGIA),GRADUATE PROGRAM IN HEALTH SCIENCES (CARDIOLOGY),5,2002,2002/2002,EM FUNCIONAMENTO,20May2013 0:00:00,158199,93404,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ADMINISTRAÇÃO,ADMINISTRAÇÃO PÚBLICA,ADMINISTRAÇÃO PÚBLICA,NÃO SE APLICA,27,ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO,EAESP/FGV,ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO,NÃO,NA,PARTICULAR,PRIVADO,FACULDADE,SUDESTE,SP,SÃO PAULO,PROFISSIONAL,33138010001P0,GESTÃO E POLÍTICAS PÚBLICAS,PROFESSIONAL MASTER OF PUBLIC POLICY AND MANAGEMENT,4,2009,2009,EM FUNCIONAMENTO,20Mar2012 0:00:00,158201,93406,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,SOCIAIS E HUMANIDADES,SOCIAIS E HUMANIDADES,NÃO SE APLICA,45,INTERDISCIPLINAR,FUFSE,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,NÃO,NA,FEDERAL,PÚBLICO,NÃO INFORMADO,NORDESTE,SE,SÃO CRISTÓVÃO,ACADÊMICO,27001016176P7,INTERDISCIPLINAR EM CULTURAS POPULARES,POPULAR CULTURES,3,2017,2017,EM FUNCIONAMENTO,08Sep2017 0:00:00,158206,93411,BRASIL
2019,CIÊNCIAS HUMANAS,EDUCAÇÃO,EDUCAÇÃO,NÃO SE APLICA,NÃO SE APLICA,38,EDUCAÇÃO,PUC-RIO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUDESTE,RJ,RIO DE JANEIRO,ACADÊMICO,31005012001P0,EDUCAÇÃO,UNDERGRADUATE PROGRAM IN EDUCATION,6,1965,1965/1976,EM FUNCIONAMENTO,18Jul2013 0:00:00,154956,89611,BRASIL
2019,CIÊNCIAS DA SAÚDE,MEDICINA,CIRURGIA EXPERIMENTAL,CIRURGIA,CIRURGIA EXPERIMENTAL,17,MEDICINA III,UEPA,UNIVERSIDADE DO ESTADO DO PARÁ,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,NORTE,PA,BELÉM,PROFISSIONAL,15006018007P9,CIRURGIA E PESQUISA EXPERIMENTAL,SURGERY AND EXPERIMENTAL RESEARCH,3,2014,2014,EM FUNCIONAMENTO,05Mar2015 0:00:00,158378,93512,BRASIL
2019,CIÊNCIAS HUMANAS,TEOLOGIA,TEOLOGIA,NÃO SE APLICA,NÃO SE APLICA,44,CIÊNCIAS DA RELIGIÃO E TEOLOGIA,FUV,FACULDADE UNIDA DE VITÓRIA,NÃO,NA,PARTICULAR,PRIVADO,FACULDADE,SUDESTE,ES,VITÓRIA,PROFISSIONAL,30014018001P2,CIÊNCIAS DAS RELIGIÕES,MASTER IN RELIGIOUS STUDIES,3,2011,2011,EM FUNCIONAMENTO,14Dec2013 0:00:00,155961,91388,BRASIL
2019,MULTIDISCIPLINAR,BIOTECNOLOGIA,BIOTECNOLOGIA,NÃO SE APLICA,NÃO SE APLICA,48,BIOTECNOLOGIA,UEMA,UNIVERSIDADE ESTADUAL DO MARANHÃO,SIM,"UNIR,UNIFAP,UNICEUMA,UNEMAT,UFT,UFRR,UFRA,UFPA,UFOPA,UFMT,UFMA,UFAM,UFAC,UEPA,UEAP,UEA,MPEG,LACEN/RO,INPA,IEPA,FIOCRUZ-RO,FIOCRUZ-CPQLMD,FIOCRUZ,EMBRAPA-CPATU,EMBRAPA-CPAFAP,EMBRAPA-CPAFAC,EMBRAPA-CPAF/RR,EMBRAPA-CPAA,CPAFRO / RO,CENARGEN",ESTADUAL,PÚBLICO,UNIVERSIDADE,NORDESTE,MA,SÃO LUÍS,ACADÊMICO,12001015038P1,BIODIVERSIDADE E BIOTECNOLOGIA - REDE BIONORTE,BIODIVERSITY AND BIOTECHNOLOGY - BIONORTE NETWORK,4,2012,2012,EM FUNCIONAMENTO,10Aug2012 0:00:00,155996,91393,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,ENGENHARIA/TECNOLOGIA/GESTÃO,ENGENHARIA/TECNOLOGIA/GESTÃO,NÃO SE APLICA,45,INTERDISCIPLINAR,UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,PR,CAMPO MOURÃO,PROFISSIONAL,40006018170P8,INOVAÇÕES TECNOLÓGICAS,TECHNOLOGICAL INNOVATIONS,3,2016,2016,EM FUNCIONAMENTO,26Feb2016 0:00:00,157983,93178,BRASIL
2019,CIÊNCIAS AGRÁRIAS,AGRONOMIA,AGRONOMIA,NÃO SE APLICA,NÃO SE APLICA,42,CIÊNCIAS AGRÁRIAS I,UFES,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,ES,ALEGRE,ACADÊMICO,30001013019P8,PRODUÇÃO VEGETAL,PLANT PRODUCTION,4,2004,2004/2010,EM FUNCIONAMENTO,02Dec2013 0:00:00,155913,91335,BRASIL
2019,CIÊNCIAS HUMANAS,HISTÓRIA,HISTÓRIA,NÃO SE APLICA,NÃO SE APLICA,40,HISTÓRIA,UNILA,UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,PR,FOZ DO IGUAÇU,ACADÊMICO,40043010010P9,HISTÓRIA,HISTORY,A,2019,2019,EM FUNCIONAMENTO,01Jul2019 0:00:00,155914,91336,BRASIL
2019,ENGENHARIAS,ENGENHARIA DE TRANSPORTES,PLANEJAMENTO E ORGANIZAÇÃO DO SISTEMA DE TRANSPORTE,PLANEJAMENTO DE TRANSPORTES,PLANEJAMENTO E ORGANIZAÇÃO DO SISTEMA DE TRANSPORTE,10,ENGENHARIAS I,USP,UNIVERSIDADE DE SÃO PAULO,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SÃO PAULO,ACADÊMICO,33002010190P3,ENGENHARIA DE SISTEMAS LOGÍSTICOS,LOGISTIC SYSTEMS ENGINEERING,4,2003,2003,EM FUNCIONAMENTO,07Aug2010 0:00:00,156317,91703,BRASIL
2019,MULTIDISCIPLINAR,ENSINO,ENSINO,NÃO SE APLICA,NÃO SE APLICA,46,ENSINO,UFF,UNIVERSIDADE FEDERAL FLUMINENSE,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,NITERÓI,PROFISSIONAL,31003010085P0,ENSINO DE CIÊNCIAS DA NATUREZA,POSTGRADUATE PROGRAM IN NATURAL SCIENCES LEARNING,4,2012,2012,EM FUNCIONAMENTO,03May2013 0:00:00,148446,84406,BRASIL
2019,CIÊNCIAS BIOLÓGICAS,BIOQUÍMICA,BIOQUÍMICA,NÃO SE APLICA,NÃO SE APLICA,8,CIÊNCIAS BIOLÓGICAS II,UEM,UNIVERSIDADE ESTADUAL DE MARINGÁ,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUL,PR,MARINGÁ,ACADÊMICO,40004015078P1,BIOQUÍMICA,BIOCHEMISTRY,A,2019,2019/2019,EM FUNCIONAMENTO,01Aug2019 0:00:00,155575,90825,BRASIL
2019,MULTIDISCIPLINAR,BIOTECNOLOGIA,BIOTECNOLOGIA,NÃO SE APLICA,NÃO SE APLICA,48,BIOTECNOLOGIA,UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,PR,CURITIBA,ACADÊMICO,40006018176P6,BIOTECNOLOGIA,BIOTECHNOLOGY,4,2017,2017,EM FUNCIONAMENTO,13Mar2017 0:00:00,155596,90826,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,SOCIAIS E HUMANIDADES,SOCIAIS E HUMANIDADES,NÃO SE APLICA,45,INTERDISCIPLINAR,FEEVALE,UNIVERSIDADE FEEVALE,NÃO,NA,PARTICULAR,PRIVADO,UNIVERSIDADE,SUL,RS,NOVO HAMBURGO,ACADÊMICO,42041015006P4,DIVERSIDADE CULTURAL E INCLUSÃO SOCIAL,CULTURAL DIVERSITY AND SOCIAL INCLUSION,5,2013,2013/2013,EM FUNCIONAMENTO,06Dec2013 0:00:00,155600,90830,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,INTERDISCIPLINAR,NÃO SE APLICA,NÃO SE APLICA,45,INTERDISCIPLINAR,UNIFESP,UNIVERSIDADE FEDERAL DE SÃO PAULO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,SANTOS,ACADÊMICO,33009015179P4,INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA DO MAR,INTERDISCIPLINARY STUDIES IN MARINE SCIENCE AND TECHNOLOGY,A,2019,2019,EM FUNCIONAMENTO,09Sep2019 0:00:00,155616,90843,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA AGRÁRIA,ECONOMIAS AGRÁRIA E DOS RECURSOS NATURAIS,ECONOMIA AGRÁRIA,28,ECONOMIA,UFC,UNIVERSIDADE FEDERAL DO CEARÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,CE,FORTALEZA,ACADÊMICO,22001018015P0,ECONOMIA RURAL,ACADEMIC MASTER IN RURAL ECONOMY,4,1971,1971/2019,EM FUNCIONAMENTO,12Nov2012 0:00:00,155629,90856,BRASIL
2019,CIÊNCIAS SOCIAIS APLICADAS,DESENHO INDUSTRIAL,DESENHO INDUSTRIAL,NÃO SE APLICA,NÃO SE APLICA,29,ARQUITETURA, URBANISMO E DESIGN,UFAM,UNIVERSIDADE FEDERAL DO AMAZONAS,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORTE,AM,MANAUS,PROFISSIONAL,12001015172P0,DESIGN,MASTER IN PROFESSIONAL DESIGN (PPGD).,3,2017,2017,EM FUNCIONAMENTO,06Oct2017 0:00:00,156838,92180,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,NÃO SE APLICA,NÃO SE APLICA,2,CIÊNCIA DA COMPUTAÇÃO,UDESC,UNIVERSIDADE DO ESTADO DE SANTA CATARINA,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUL,SC,JOINVILLE,ACADÊMICO,41002016023P2,COMPUTAÇÃO APLICADA,GRADUATE PROGRAM IN APPLIED COMPUTING,3,2012,2012,EM FUNCIONAMENTO,28Feb2014 0:00:00,155089,89822,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO,NÃO SE APLICA,NÃO SE APLICA,2,CIÊNCIA DA COMPUTAÇÃO,UTFPR,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,PR,CURITIBA,ACADÊMICO,40006018171P4,CIÊNCIA DA COMPUTAÇÃO,COMPUTER SCIENCE,3,2016,2016,EM FUNCIONAMENTO,18Feb2016 0:00:00,155091,89824,BRASIL
2019,CIÊNCIAS DA SAÚDE,NUTRIÇÃO,NUTRIÇÃO,NÃO SE APLICA,NÃO SE APLICA,50,NUTRIÇÃO,UFRGS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUL,RS,PORTO ALEGRE,ACADÊMICO,42001013172P4,ALIMENTAÇÃO, NUTRIÇÃO E SAÚDE,POST-GRADUATE PROGRAM IN FOOD, NUTRITION AND HEALTH,3,2017,2017,EM FUNCIONAMENTO,04Sep2017 0:00:00,155105,89854,BRASIL
2019,CIÊNCIAS EXATAS E DA TERRA,QUÍMICA,QUÍMICA,NÃO SE APLICA,NÃO SE APLICA,4,QUÍMICA,UFRPE,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,NORDESTE,PE,RECIFE,ACADÊMICO,25003011020P4,QUIMICA,POSTGRADUATE PROGRAM IN CHEMISTRY,4,2007,2007/2016,EM FUNCIONAMENTO,12Nov2013 0:00:00,155118,89882,BRASIL
2019,CIÊNCIAS HUMANAS,GEOGRAFIA,GEOGRAFIA,NÃO SE APLICA,NÃO SE APLICA,36,GEOGRAFIA,UFRRJ,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,SUDESTE,RJ,SEROPÉDICA,ACADÊMICO,31002013157P0,GEOGRAFIA,SPACE, ENVIRONMENTAL QUESTIONS AND FORMATION IN GEOGRAPHY,3,2015,2015,EM FUNCIONAMENTO,18Jun2015 0:00:00,154216,88382,BRASIL
2019,CIÊNCIAS AGRÁRIAS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS,NÃO SE APLICA,25,CIÊNCIA DE ALIMENTOS,USP,UNIVERSIDADE DE SÃO PAULO,NÃO,NA,ESTADUAL,PÚBLICO,UNIVERSIDADE,SUDESTE,SP,PIRASSUNUNGA,ACADÊMICO,33002010209P6,ENGENHARIA DE ALIMENTOS,FOOD ENGINEERING,4,2009,2009/2009,EM FUNCIONAMENTO,06Jun2013 0:00:00,154238,88404,BRASIL
2019,MULTIDISCIPLINAR,INTERDISCIPLINAR,SAÚDE E BIOLÓGICAS,SAÚDE E BIOLÓGICAS,NÃO SE APLICA,45,INTERDISCIPLINAR,UNB,UNIVERSIDADE DE BRASÍLIA,NÃO,NA,FEDERAL,PÚBLICO,UNIVERSIDADE,CENTRO-OESTE,DF,BRASÍLIA,ACADÊMICO,53001010076P0,BIOÉTICA,POST-GRADUATE PROGRAM IN BIOETHICS,5,2008,2008/2008,EM FUNCIONAMENTO,05Sep2013 0:00:00,154319,88427,BRASIL
